,Nuts0,sp60,sp61,trophic_coherence_2000,trophic_coherence_tilda_2000,trophic_coherence_ratio_2000,trophic_coherence_2001,trophic_coherence_tilda_2001,trophic_coherence_ratio_2001,trophic_coherence_2002,trophic_coherence_tilda_2002,trophic_coherence_ratio_2002,trophic_coherence_2003,trophic_coherence_tilda_2003,trophic_coherence_ratio_2003,trophic_coherence_2004,trophic_coherence_tilda_2004,trophic_coherence_ratio_2004,trophic_coherence_2005,trophic_coherence_tilda_2005,trophic_coherence_ratio_2005,trophic_coherence_2006,trophic_coherence_tilda_2006,trophic_coherence_ratio_2006,trophic_coherence_2007,trophic_coherence_tilda_2007,trophic_coherence_ratio_2007,trophic_coherence_2008,trophic_coherence_tilda_2008,trophic_coherence_ratio_2008,trophic_coherence_2009,trophic_coherence_tilda_2009,trophic_coherence_ratio_2009,trophic_coherence_2010,trophic_coherence_tilda_2010,trophic_coherence_ratio_2010
0,AT,95136.874334518,91450.40612161,1.729612721552987,1.0868824103253627,1.5913522062016079,1.7662796475033802,1.1145105921347698,1.584802926027101,1.7654344162341276,1.1251440033175903,1.5690741905290186,1.776983413444762,1.1378670041642585,1.5616793587840454,1.8112085782675538,1.1544626993711107,1.5688757889312517,1.8675766193386658,1.1739192182161944,1.5908902336367785,1.9084615500262412,1.1991480421216223,1.5915145444841392,1.9472481807405801,1.204737707908727,1.6163254191825356,1.9723630812539195,1.2341132536064292,1.5982026572440695,1.9109296987419513,1.231957134851862,1.5511332697234899,1.9371149532360707,1.2319836529433885,1.5723544290608247
1,BE,111941.52991817,112525.074151867,1.7728573629389952,1.2832789155475548,1.3815058764388293,1.7793076844492592,1.2824019891866527,1.3874804464220791,1.7393783695462863,1.2538771404142852,1.3872000002899725,1.7367313279545133,1.2496150973220101,1.3898130165651956,1.7738622664470012,1.2678866680444574,1.3990700518863743,1.8205072862509808,1.2791920521297633,1.4231696352552898,1.8327888634888794,1.2988435564293659,1.4110928559613258,1.8536550021846478,1.290460871521502,1.4364286768331989,1.9043905687406213,1.2692759148054518,1.50037556572758,1.8313428081686227,1.245243296050909,1.4706706825697717,1.8838207319262374,1.2484782701711632,1.5088934881245233
2,CZ,21223.529776933,34654.84232027,1.8696291642838487,1.7498705709115911,1.068438543606039,1.8801281947025301,1.757499199555294,1.0697747089604737,1.861739720615408,1.7242092083512488,1.0797643995856343,1.9002513554143314,1.7251462091353107,1.1015016265588227,1.9226267678700608,1.7337047986612295,1.108970090729816,1.9225083179209552,1.7097321071578007,1.1244500292603536,1.9242852845490066,1.7447300811639594,1.1029128833872461,1.9673752995579108,1.7596842209928234,1.1180274711151907,1.9929003828485246,1.7202382362849182,1.1585025497122168,1.9614106597768337,1.6665649589782112,1.1769182168449022,1.9968290681397936,1.6830852678580064,1.1864099260289267
3,DE,967910.906129481,888289.123595167,1.56733246666557,1.196436467772929,1.3100005799581105,1.560211634317935,1.1981374854818592,1.3021974967175485,1.5056366430757562,1.1782701903333668,1.2778364889718274,1.5444253256131175,1.1857602788389425,1.3024768607743953,1.5782989593496284,1.1946126544839935,1.321180512717209,1.624902764880379,1.2215818766394864,1.3301627962510456,1.6568101330973164,1.2391111300648645,1.3370956751962888,1.6809659719005612,1.254688644674518,1.3397474975447992,1.7013690344327967,1.2478321651224844,1.3634598321688511,1.5791031023115267,1.1944689863037186,1.3220126436250619,1.6751126007072936,1.2350590434361401,1.3563016356261406
4,DK,78977.46650789,70276.9018831,1.6623936729840942,1.0893770514021421,1.52600394036612,1.6581769909164967,1.0974118328445648,1.5109888022788958,1.6654078921792452,1.096813543663554,1.5184056595585829,1.623088348784658,1.087996120622313,1.4918144633238972,1.649957586750123,1.0877256954405412,1.5168875697855713,1.7212069036008184,1.102825340529623,1.5607248404123744,1.7584137653026193,1.1126713668064219,1.5803532091866448,1.776742622818332,1.120505458320567,1.5856617293782262,1.790786351271947,1.1072657901737577,1.6173048667844492,1.6878861531316816,1.0783890731516008,1.5651921881949533,1.7536424832049418,1.0875802230020217,1.612425866263368
5,EE,2527.46819357,2983.70556147,1.7708559907970944,1.0079696719236133,1.7568544373141564,1.7895383030539758,1.0325701191302161,1.7330913125409737,1.6120800677128126,1.0430586438590923,1.545531574091044,1.7520651062390153,1.055965214946525,1.6592072176617496,1.788734535763115,1.0797320220816475,1.6566467412113612,1.8248322354806934,1.1035580464881716,1.6535897149115235,1.860392095800519,1.1085570585021756,1.6782105003365217,1.8790579038357405,1.1291427693070581,1.6641455402392529,1.887456424581121,1.1122335429693044,1.6969964954862102,1.7627021160513128,1.0618823637846755,1.6599787096650067,1.8427999304220206,1.092640162039959,1.68655701524051
6,ES,313550.295251246,257009.71854102,1.6434741640875539,1.2318086278371534,1.3341960162864057,1.6391748874995442,1.249110964833517,1.3122732356432523,1.5443450947987556,1.2789884726432643,1.2074738184364422,1.6249059522181606,1.2851237742953838,1.264396461040552,1.6524584530700428,1.2955680795508249,1.2754701811138727,1.6936676870313496,1.3154659710065393,1.2875039904950383,1.7133185621586016,1.3277095674450123,1.2904317361029782,1.724034106246403,1.311257990515628,1.3147939754925408,1.725067765089709,1.309226541620547,1.317623581748074,1.6850921042373095,1.3217005764512342,1.2749423994062117,1.706939023584943,1.277701021985042,1.3359455727232925
7,FI,54257.489849322,60808.512664458,1.7393748247681924,1.3580835222031065,1.2807568874310091,1.733121580147406,1.323217543093034,1.309778266766489,1.7097968458128365,1.3106666683694885,1.3045245500443516,1.7401163773104518,1.3180521863100327,1.3202181183599515,1.7582970890644054,1.3212786436699457,1.3307541883675722,1.8064870645186837,1.3153313582573718,1.3734083454925181,1.8373414927067333,1.358500945310296,1.352477154358597,1.8525571156672114,1.3626913277468042,1.3594840430447261,1.865616680745639,1.366360241970959,1.3653915149452154,1.8203196107556125,1.3316667757023015,1.366948281634197,1.8570312279183683,1.3320313412928781,1.3941347852340484
8,FR,773942.304403111,516800.729763416,1.4388268273496454,1.1534173931975613,1.2474467923193509,1.4295011454862472,1.1618740482513243,1.2303408856043514,1.4390644589226897,1.1485621021115366,1.2529269913025065,1.4026204662494826,1.1384142869590552,1.2320826278420818,1.4206494315673683,1.1432406183989345,1.2426512920411579,1.454881009687959,1.1469592765564665,1.2684678867204167,1.4669101897775398,1.1568735132889485,1.2679953105739006,1.4819075920398526,1.1598076995498952,1.2777183602203708,1.5016905494587092,1.1574112439645603,1.2974563339430376,1.4205747911425217,1.1460541102419903,1.2395355319153003,1.4618520880538695,1.1475041834398254,1.2739405303706488
9,GR,41559.173872927,80430.10210295,1.8447951029740448,1.2807207791326023,1.44043505269234,1.7973542248976373,1.296503154998744,1.3863091794014017,1.4425426249533033,1.271032589631144,1.134937559210761,1.725949040578758,1.2516762723466335,1.3789100893819466,1.753458173478271,1.2474379628914767,1.4056475958242234,1.798203884895925,1.27096170827865,1.4148371844588103,1.7875899701142162,1.2404951149792354,1.4410294313364858,1.8262252180552454,1.238634626063948,1.4743857305672976,1.8762506672449197,1.217212554191868,1.5414322344798692,1.8318772261726584,1.210818469779906,1.5129247462715398,1.8227123892146104,1.2174498555444788,1.4971560273416278
10,HU,18912.81183005,25041.95333788,1.883943118307514,1.3983561730297227,1.3472555523716845,1.8734686048853433,1.384415215410765,1.353256294809988,1.8302623638665867,1.338017999461566,1.3678906895147191,1.8530361743834707,1.323757008228307,1.3998310587707796,1.870645941252328,1.2975368608351352,1.4416900187701194,1.9056138621707082,1.3082515146179097,1.4566112409411314,1.9884466580170759,1.3027333441529656,1.5263650592362472,2.019390253947763,1.2770376560742984,1.5813083070357592,2.0692515778436786,1.292357959161424,1.6011442984313415,1.9398389035556864,1.325780015636996,1.4631680072682753,2.0134026438814954,1.3343210870239472,1.5089341414607806
11,IE,38341.90173398,55320.37731808,1.8102402447964585,1.2794830430559514,1.4148215989426733,1.7753344913959004,1.294905354088325,1.3710148666778972,1.724271522831719,1.2792873020034754,1.3478375968645662,1.7242818292306308,1.2985037322061208,1.3278990167406952,1.7725834891022565,1.2894981094080382,1.3746305451475112,1.7835323668270286,1.2898173787795604,1.3827789857465147,1.771679112708744,1.30203169620609,1.360703520406708,1.7682087476132675,1.334571619779234,1.3249260822028914,1.7931841626406149,1.2587704048138486,1.4245522104611263,1.7459147425545725,1.2362874731307436,1.412223920811283,1.7856827140207194,1.2382804394666962,1.4420664795365572
12,IT,418373.506218714,645662.815013358,1.7193393852695709,1.5493865435760872,1.1096904077282232,1.7281285844214198,1.5524129042791346,1.1131887525914885,1.5891431969918812,1.5484730339139252,1.0262646892695044,1.7142481230923023,1.5416507368883987,1.111956218145925,1.7341541526352677,1.5420373826270153,1.1245863246719494,1.7477705196204532,1.5287223908069048,1.1432883629695045,1.738770129102979,1.525148836277906,1.1400658661920573,1.7578423544601902,1.5337947884898933,1.146074016975168,1.7974348855307365,1.5305198135908853,1.1743950451145213,1.7261817591593887,1.4610186899244733,1.1814919077103818,1.7723356502224465,1.4671208324188565,1.2080365918466167
13,LT,4181.72697418,6808.339051,1.7931672725399757,1.167931584355342,1.535335884875262,1.8393906677764233,1.185751719677979,1.5512443602240413,1.8582369379297317,1.1771889601338807,1.5785375167962805,1.8764100806401371,1.146410417672841,1.6367699139102043,1.8677291861049745,1.15901484326805,1.6114799538188633,1.9305722752722028,1.1376353603197282,1.697004455566169,1.9380614420417936,1.1238625860785987,1.7244647753637854,1.9458393081716978,1.1595549030123886,1.6780915704091577,1.940778797982708,1.14804495229364,1.6905076705448614,1.8457505749505092,1.1300117931049714,1.6333905417737973,1.875459916903924,1.1291279092760163,1.6609809229730645
14,LU,9067.63368725,10555.66669147,1.8197559037781368,1.1767150346729192,1.5464711932434498,1.7979751879400079,1.1633737146577399,1.5454837644058044,2.2827728529488356,1.107291147839647,2.061583222626301,1.8597524007844848,1.0969844599267893,1.6953315828271636,1.8931045165604217,1.1444534317913364,1.654156004930032,1.849672049186093,1.227410293622015,1.5069712701592395,1.8031834087040766,1.3149817624046443,1.371261153771959,1.788518570568842,1.369670349866742,1.3058022105412814,1.8297745593934895,1.3182823706878655,1.3879989599183769,1.830358828355863,1.2492934836497271,1.4651151649399405,1.8308596318273995,1.2496061054662864,1.46514939693274
15,LV,3517.15683861,4084.05537497,1.7545983475322895,1.3097816571751495,1.3396113298123988,1.8158373586057428,1.3320688995141405,1.3631707483509692,1.8180441266564467,1.3319875942781239,1.3649107052245055,1.903434181564727,1.4761198247433263,1.289484870847598,1.9582479919958358,1.5199670621463723,1.288348965424658,1.965855159014091,1.4758023783641734,1.33205853834787,1.977975980601442,1.488779967997282,1.3285885242412485,1.9471789463484233,1.3714585184614707,1.4197869787070243,1.9367007753648602,1.3323506823225393,1.4535968653454092,1.9402384984205467,1.4198910869898098,1.3664699470252195,1.9399711264218797,1.4192020388256659,1.3669449968005472
16,MT,1603.8541497400001,2135.87907889,2.1017430262921453,1.037386823404161,2.025997418586178,1.8953487465533503,1.0640725833354558,1.781221296588777,1.8811390948319802,1.050855570370177,1.7901024154721143,1.8803173491641618,1.0865343014589497,1.7305641861829448,1.919072903420086,1.1623614231300763,1.6510122112038885,2.037967986480558,1.1914394381872773,1.7105090877143003,2.107711144458179,1.2394502333618862,1.7005209952974238,2.1330889341879873,1.2476669763294446,1.7096620930557902,2.142707269810968,1.228995639962445,1.7434620596997752,2.007735313346619,1.2682230600677402,1.5831089786676635,2.062573047017597,1.2942494990972968,1.5936440759344968
17,NL,183513.743248561,189901.263056004,1.6882721478909088,1.2111657674245695,1.393923270702128,1.6722860540000333,1.2102649493459037,1.3817520328121806,1.6457342536937714,1.1942572627340184,1.3780399793643998,1.655750018229386,1.1778640168100662,1.4057225576119965,1.669821304034663,1.1758945805823695,1.420043370901219,1.7038839747018144,1.1905591091987675,1.4311628557850509,1.7096236808869338,1.1950577132196116,1.430578341092019,1.71974090611281,1.2022736465350257,1.4304072214084824,1.7692903282990862,1.1978355283243283,1.47707284219076,1.7481805532225674,1.1905275087545855,1.4684083655079456,1.7851870189194703,1.167257966203975,1.5293851664384477
18,PL,68334.236325385,96906.284117211,1.792339195435081,1.4707928206431953,1.2186211207172397,1.769509035170275,1.4819652434681891,1.194028701394614,1.7398492443176652,1.4901985835346527,1.1675284512691306,1.802890086706097,1.5005862477091605,1.201457156800179,1.8441700454657775,1.5596982718740888,1.1823889778693384,1.866353771265916,1.5546981809550862,1.200460510038915,1.8963620445836844,1.572163103529988,1.2062120274453525,1.9375713868853022,1.6339628209242711,1.185811183750981,1.9450029249813563,1.5910685388502877,1.222450747713749,1.908750956218631,1.5593322213058096,1.2240822899306296,1.931064149152454,1.582142622770662,1.2205373405406128
19,PT,52772.135102043,53772.767030959,1.748049673413203,1.3013004854643326,1.3433097835120382,1.739572997201749,1.3131574336522773,1.3247253928750071,1.565225555716158,1.2823484519627444,1.220593009115772,1.7176560333352495,1.2721109120596161,1.3502407825071414,1.745556242780493,1.2849550620728512,1.3584570342597146,1.7869232844149316,1.283167235908976,1.39258799196903,1.792732198846235,1.283463523030982,1.3967924811860504,1.8205548482706915,1.2943627010591086,1.406526043110658,1.8404281286832573,1.273033211923148,1.445703153260987,1.8100109201531307,1.2986548115131071,1.3937582982842263,1.8082820548468352,1.2986228706933418,1.3924612723641496
20,SE,133383.627340119,102524.19076898,1.6462457292286063,1.176744096694905,1.398983631065055,1.6183177798534893,1.1718746713475567,1.380964892766699,1.629252542340021,1.1600646127937868,1.4044498249250856,1.5969456745220691,1.1420520488571946,1.3983125165968295,1.622110418134664,1.156988392585653,1.4020109696256762,1.6831699902151918,1.1730538444686038,1.4348616631299407,1.7170908669201437,1.185367204677239,1.4485729486566035,1.7365641038839283,1.1816813360895733,1.4695705609014493,1.7654423676961803,1.185514656292452,1.489178019289428,1.6974462721596857,1.1564879670209254,1.4677595621960953,1.7437336631809166,1.1675288563604997,1.4935251096205036
21,SI,9582.1033927,9264.0199285,1.8603655564997095,1.2690176153949189,1.4659887569178958,1.8486992864178584,1.247752618432302,1.4816232473553903,1.9476971624030401,1.248108593615312,1.5605189903879093,1.848075913793105,1.235498611237507,1.495813833365644,1.8718658034348925,1.2156504564812205,1.5398059478817046,1.9124178980166067,1.2133121912137486,1.5761960622051452,1.9303222923649292,1.2308760838795092,1.5682507099178384,1.96554375882547,1.265904510532324,1.5526793233392793,1.9833518095541938,1.2719165763722835,1.5593411127725383,1.8726085232944614,1.2432496470050576,1.5062208365033571,1.897903768201886,1.242552794511956,1.5274230411652936
22,SK,7369.0453472300005,12405.1011016,1.9508272298265115,1.7133061465527133,1.1386331822550841,2.015853092473009,1.6829181058110283,1.1978319595661688,2.0600237425742898,1.6825111971402653,1.2243744624556887,2.081325765834692,1.660830027964431,1.2531840891542856,2.0531242060610593,1.6021508882578261,1.2814799287061034,2.053774478374857,1.5699922651892266,1.3081430551680593,2.073414186846169,1.5735822320487176,1.3176395517294939,2.1036740184048943,1.5804939026708116,1.3310231787987175,2.141043075803469,1.6249232643944744,1.3176271905992596,2.085833792923102,1.5894092344134012,1.3123327509122689,2.099297687770674,1.588596084031696,1.32147983296224
23,UK,805842.031699031,629569.035081077,1.5132198983321392,1.200814409961755,1.26016134198484,1.4842271219149288,1.1961134525418862,1.2408748674808114,1.4173335259365054,1.1948983459630522,1.1861540613265953,1.4645835447835254,1.189231639567614,1.2315376551165635,1.4836151514836147,1.1774218539603996,1.2600540294825489,1.5087255084828097,1.203022824146642,1.2541121233946797,1.5117349655604124,1.1987728641124737,1.2610687235397542,1.525675141377655,1.19656974435729,1.2750407141517157,1.5481627936133044,1.1840816090583066,1.3074798069404605,1.515524054934123,1.1851968026645263,1.2787108871091823,1.5475244758597144,1.1778003525718348,1.313910691638488
24,JPN,2385089.50932,2635549.05364,1.5240474019215295,1.3126987304893836,1.1610031810980375,1.5264284872174545,1.3151346154833723,1.1606633033960725,1.3736116212142584,1.305118336260515,1.0524805169391716,1.5489268908281932,1.3058055311753594,1.1861849669406743,1.5830357573672869,1.31440555016421,1.2043739142531136,1.6233672750908945,1.3200583666279035,1.2297693163657568,1.6344361596019386,1.3359709246573652,1.2234069839664514,1.6809905630243185,1.35284821173351,1.2425566655924642,1.7421851688756056,1.3713410308851408,1.270424445588929,1.6722414847643363,1.3085917771816122,1.2778939268332687,1.7068399228545144,1.3230358101372284,1.2900935180866169
25,BRA,280614.23219,324786.30198,1.5468077902333464,1.307055666231626,1.183429160819868,1.579433113141184,1.3002259881089855,1.2147373822594256,1.4529658656140545,1.3161981617619782,1.1039111798097234,1.6103184159245312,1.3607632637861482,1.183393510671377,1.635014519016401,1.3738047632458723,1.1901360096855185,1.611409954339948,1.371713961913456,1.1747419644924595,1.574427683074955,1.352315952528421,1.1642454414083132,1.5877351459559466,1.3532720623564702,1.1732564279729552,1.6323798442083723,1.3527950561733915,1.2066719469139942,1.5536058684920158,1.2911283732686951,1.2032931044329989,1.5735333332682282,1.288791070226149,1.2209374891091653
26,AUS,174239.344195,221806.5877301,1.7089235209820388,1.4783659092462997,1.15595436170013,1.6868458438232512,1.4694361019358098,1.1479545395686344,1.5784621670927863,1.4638732336528568,1.0782779074073179,1.6860568604825832,1.4565281626106688,1.1575861722168894,1.7046220933023797,1.4717047887693606,1.158263604433729,1.7049823319073993,1.4516637534740235,1.1745022411885335,1.6644235396601463,1.4458130439517674,1.1512024646774952,1.6896209105936006,1.4500455831873,1.1652191697861647,1.7153257243421407,1.4371462112901057,1.193563821736911,1.7023631792615037,1.4435309685822368,1.1793049240457092,1.7177534345962497,1.4408353957507305,1.192192695752893
27,MEX,295680.728363,364027.678638,1.5744522404589574,1.1066264951547466,1.4227494528212896,1.5420605364922735,1.1003336982061154,1.4014480688961082,1.3548421726682112,1.087768500677816,1.2455243664658195,1.5291760809187567,1.0838407689119602,1.4108862895551133,1.5476467124609434,1.0847321175228404,1.426754760424392,1.5810158153843785,1.1030397981622906,1.4333261755545135,1.5666911244755506,1.1074789005150432,1.414646476557654,1.5843069956532236,1.1033053824946757,1.4359641680265882,1.5988289421704007,1.1099503978503744,1.4404508032672727,1.5136916172281445,1.1033675194109511,1.3718834301341867,1.583452424733578,1.084689964257062,1.4598202960401998
28,RUS,112232.832191,139588.5644991,1.5932788258560222,1.305074859187364,1.2208332837306477,1.6188602069268154,1.365225395755816,1.1857823711450828,1.7899890692363984,1.3355097972747974,1.3403039594984614,1.6580664352203285,1.3806133750812994,1.2009636188862003,1.6668675014620709,1.38684503800493,1.2019133037819223,1.6971235299158123,1.3955099859251334,1.2161314121953262,1.6916035235438978,1.4067627005222831,1.2024796526918597,1.7237839412060145,1.4267214213928363,1.2082134012701449,1.7219604840915064,1.4054376397181025,1.2252130122521059,1.7044723214541408,1.4248009312303662,1.196288045644572,1.7145808956871222,1.4326233631231555,1.1968120441295136
29,BGR,4099.48102013,7996.01993376,1.9773069573464208,1.545958803917813,1.2790165897923496,2.0192659153001826,1.5806961073585377,1.2774535888966843,1.838291057793234,1.5578496412911258,1.1800182822969243,2.0467188531197453,1.5726457870312627,1.3014493600516406,2.044660285544896,1.6588154221947764,1.2326026501728617,2.042802929285543,1.8316977437645952,1.115251103103438,2.0141732339732883,1.7994226142439416,1.1193441818666805,2.0413393955969434,1.8170405161393421,1.1234418701538742,2.0438882349244993,1.8022273358189238,1.134090130752437,2.0326610112771606,1.9330531323569604,1.051528784828976,2.009613759019936,1.9322541504926762,1.0400359385992444
30,ROU,16190.2396788,20543.3746901,1.8837400293226734,1.3673754716946984,1.377631870921308,1.9567129600574056,1.319742184859345,1.4826478857050005,1.8339142010197242,1.3610637268191523,1.347412442843979,2.0363766145569957,1.3889884676734339,1.4660860489129488,2.055612023061355,1.401931302348282,1.4662715780852713,2.0160772441932493,1.3220314344823436,1.5249843472766342,2.004962531551409,1.347794102989596,1.4875881465159415,1.9976329958231172,1.3331722956536851,1.4984057217027837,2.0294414586598943,1.2998566086707768,1.5612810252472273,2.003486510352998,1.3060385701046229,1.5340178737542987,2.0077645732233735,1.3065113775697494,1.5367371518478699
31,IND,204645.371755,280498.550681,1.6062139833251199,1.4031145345624847,1.14474901639157,1.6128152893710188,1.3993391820007697,1.1525549417297254,1.5656221555395982,1.4031792959203957,1.1157677141413709,1.6169291159016383,1.4261093840100587,1.1338044150267184,1.6440859940461552,1.4283342211290058,1.1510513223905057,1.665956146611503,1.4080114553844936,1.1831978640802827,1.6547735879942407,1.4293957900849292,1.1576734725767734,1.6879826708056092,1.4320946605895999,1.1786809330820764,1.727367516255289,1.398467938111275,1.2351856407864559,1.704367722426566,1.3899491487301199,1.2262086882701457,1.6967581880425382,1.3828168752536494,1.227030287529072
32,IDN,80861.260537,107680.893604,1.6322928288271374,1.309850252315043,1.2461675110893067,1.6775030365538652,1.309271135439299,1.2812495373550061,1.5833186175240577,1.3489336128011653,1.1737557745604499,1.6636346472845625,1.3581224583488456,1.2249518716501804,1.726341684859275,1.3322533324125743,1.2958058672918062,1.755436145534301,1.3007239554948717,1.3495839283335334,1.685356871689003,1.3465264343611643,1.2516329636622328,1.6956678914380474,1.3563873908974675,1.2501353984985746,1.7879532308753046,1.3351265508037624,1.3391638641287862,1.705675665064804,1.3766749924526336,1.238982094115064,1.7194607453572675,1.3634581756576938,1.2611026697081105
33,ZROW,1504918.8983399998,1893494.11927,1.6595265327397806,1.4343429571463018,1.1569942352151907,1.6661959250456444,1.4493545324596673,1.1496123879489861,2.0021334993332474,2.0565972088769806,0.9735175612858711,1.675708912958558,1.4931018257973425,1.1223004915044559,1.6718521251499476,1.4680091730541227,1.1388567291250227,1.67831651103181,1.481864204259107,1.1325710589459335,1.5949991799335221,1.3859897202401097,1.1508015944427088,1.607068504431831,1.4059017347703802,1.1430873614323454,1.6619142046469204,1.5349101484951255,1.0827436422101409,1.715942171049156,1.6974400824848381,1.010899995089802,1.69980283739164,1.710424866930177,0.9937898297996561
34,CYP,4076.21602898,5260.45693639,1.745424189335362,0.929633753961028,1.8775396029870635,1.7847054462515852,0.9584833355401159,1.8620098859057201,1.4264938416138884,0.9735996225177685,1.465175015089793,1.7803272333833646,0.9422400896763738,1.8894624129130868,1.7738265416039232,0.9353113600756432,1.8965091383691364,1.8098328655909126,0.9642302938770899,1.8769715876833997,1.8186739948908535,0.9881458832890784,1.8404913946889432,1.8871548979043058,1.015785547997612,1.857828063831385,2.0621628867362114,1.038767084609217,1.9852023781750794,1.8881150519424927,1.058468373480084,1.783818108551185,1.8464711168436359,1.0583266096839632,1.7447082025037883
35,CAN,343736.734113,385543.202345,1.6432663245529786,1.2184396644559945,1.3486645030442763,1.6184874500604134,1.2238399583922592,1.3224665847539385,1.4992234098186326,1.220802161215584,1.2280641839016877,1.5955447187808838,1.2250244944116173,1.3024594414720077,1.6091938812536917,1.231136497798062,1.3070799900188166,1.6185513814682573,1.2285324617980866,1.3174673293527277,1.5951445893165064,1.2255804318873051,1.3015421491840393,1.604112326495373,1.2281705589665548,1.30609898990345,1.6323592425663025,1.212366688183431,1.346423700417053,1.5729099480881115,1.2255268376321897,1.2834561429328566,1.608972678600096,1.2732982450516974,1.263625929630312
36,CHN,573149.53577,724395.46482,1.8701565043305228,1.8128557513400607,1.0316080046347347,1.8595669548255913,1.812657560793844,1.0258787953369437,1.5771792828539035,1.8016647206818972,0.8754011025186584,1.9058693698092066,1.842409864731844,1.0344437501622903,1.9450059662963215,1.8785799733738064,1.0353596833054801,1.9836055662899688,1.923777138549129,1.0310994587377003,1.972947030654911,1.9914982358760553,0.9906847995710206,2.002969905979064,2.0441214668003593,0.9798683387999885,2.0117933947954896,2.0297345261812527,0.9911608483009265,2.0110033006184214,2.018101558306237,0.9964827054126191,1.996976651712285,2.0126225690341193,0.9922261046047283
37,KOR,243928.895073,269195.742483,1.8524405914245077,1.5057017625738787,1.2302838699331176,1.8493634269063077,1.4921559461755416,1.2393901801258131,1.637820745065579,1.4925951213792918,1.097297399412699,1.8728200376903792,1.4888831562421394,1.2578690475734011,1.912243156152003,1.521939819495308,1.256451228660358,1.9598875313745834,1.5471835059413592,1.2667453626854177,1.9269659179996428,1.5648094632180276,1.2314380525516768,1.9886970579472303,1.5822950919886443,1.2568433461092368,2.053744536749827,1.6262969914075953,1.262834862021276,2.0874209093891243,1.6197005173854582,1.2887696750005775,2.047682792456424,1.6517835754961796,1.2396798362892791
38,TUR,83040.48658,188529.207122,1.916842823447549,1.6009952415758597,1.1972820241244442,1.9996859591448242,1.6780360416008886,1.19168236531861,1.5469596932543481,1.719146039191015,0.8998419319758936,1.986842654289059,1.7012743025517452,1.1678555605695031,1.981722184201961,1.6984286205603287,1.1667974504269545,2.0041221113219363,1.699514804478435,1.179231923158788,1.9833024465489124,1.676116778163702,1.1832722351969729,2.008279352791902,1.6911921879688772,1.1874932766830284,2.0595027584034753,1.7193995998111868,1.1978034417535262,2.068053970019857,1.7142297524276944,1.2064041982068483,2.0700468727388377,1.7147103845320244,1.2072282826372402
39,USA,4988430.26755,5784632.52907,1.5628673213349136,1.2857283841879785,1.215550143059155,1.5191920524119256,1.262434220208454,1.2033831371911603,1.2650274805952246,1.234149519566692,1.0250196273133694,1.523876075579508,1.2405509748137924,1.228386504478982,1.5755593538079593,1.2443550406656676,1.266165445004437,1.6129895052673007,1.2645777119758081,1.2755163166264611,1.5875586549543166,1.2592969819357058,1.2606705786859183,1.6199776029284607,1.2722855043305308,1.2732815059312363,1.6481657912476102,1.2665804730399048,1.3012720678472698,1.5371122966780335,1.2005640646019982,1.280325092178738,1.5990560668519322,1.203228194275486,1.328971573687891
40,TWN,166764.701088,169883.269061,1.7641398908028803,1.2587316324166713,1.4015218537217997,1.6953799294112157,1.228532827337391,1.380003766839203,1.7350256949951295,1.2352576521029908,1.4045860732303888,1.7924802932342818,1.2608654797291359,1.4216269079072175,1.854961466629943,1.314112474706133,1.411569787467969,1.9409229658890443,1.3045495394148336,1.4878108552011458,1.9207346465317516,1.3162312014820348,1.4592684357953718,1.9699429203033738,1.3500528732873192,1.4591598294270134,1.9957347636655882,1.3542970620726373,1.4736314650282742,2.007332281052417,1.2866940720612685,1.560069580360073,2.0303480915995484,1.3339797791930823,1.5220231395319168
